snapshot_date,product_id,store_id,stock_on_hand,reorder_point,lead_time_days
2024-12-02,PROD-00091,STORE-003,59,16,10
2024-12-02,PROD-00018,STORE-003,43,29,5
2024-12-02,PROD-00001,STORE-003,79,24,7
2024-12-02,PROD-00083,STORE-003,166,15,14
2024-12-02,PROD-00088,STORE-003,120,10,3
2024-12-02,PROD-00039,STORE-003,52,17,5
2024-12-02,PROD-00121,STORE-003,104,24,5
2024-12-02,PROD-00198,STORE-003,45,11,7
2024-12-02,PROD-00207,STORE-003,165,19,3
2024-12-02,PROD-00223,STORE-003,64,19,14
2024-12-02,PROD-00181,STORE-003,208,11,5
2024-12-02,PROD-00119,STORE-003,27,11,10
2024-12-02,PROD-00203,STORE-003,65,16,5
2024-12-02,PROD-00176,STORE-003,113,20,7
2024-12-02,PROD-00125,STORE-003,18,24,10
2024-12-02,PROD-00221,STORE-003,161,22,7
2024-12-02,PROD-00131,STORE-003,139,25,14
2024-12-02,PROD-00010,STORE-003,21,15,5
2024-12-02,PROD-00228,STORE-003,111,20,5
2024-12-02,PROD-00057,STORE-003,114,27,10
2024-12-02,PROD-00187,STORE-003,55,27,10
2024-12-02,PROD-00153,STORE-003,61,10,14
2024-12-02,PROD-00278,STORE-003,58,24,14
2024-12-02,PROD-00123,STORE-003,89,19,10
2024-12-02,PROD-00248,STORE-003,56,17,5
2024-12-02,PROD-00029,STORE-003,88,25,3
2024-12-02,PROD-00166,STORE-003,69,17,3
2024-12-02,PROD-00300,STORE-003,69,18,3
2024-12-02,PROD-00112,STORE-003,77,15,3
2024-12-02,PROD-00095,STORE-003,193,20,3
2024-12-02,PROD-00126,STORE-003,113,12,14
2024-12-02,PROD-00075,STORE-003,86,15,3
2024-12-02,PROD-00254,STORE-003,122,28,10
2024-12-02,PROD-00122,STORE-003,171,25,7
2024-12-02,PROD-00068,STORE-003,171,12,7
2024-12-02,PROD-00003,STORE-003,151,22,10
2024-12-02,PROD-00158,STORE-003,32,23,5
2024-12-02,PROD-00184,STORE-003,29,23,7
2024-12-02,PROD-00097,STORE-003,106,20,3
2024-12-02,PROD-00231,STORE-003,188,11,10
2024-12-02,PROD-00080,STORE-003,20,28,10
2024-12-02,PROD-00298,STORE-003,198,16,14
2024-12-02,PROD-00225,STORE-003,76,18,7
2024-12-02,PROD-00179,STORE-003,54,20,5
2024-12-02,PROD-00043,STORE-003,89,21,14
2024-12-02,PROD-00098,STORE-003,87,12,14
2024-12-02,PROD-00024,STORE-003,66,11,14
2024-12-02,PROD-00102,STORE-003,138,24,5
2024-12-02,PROD-00264,STORE-003,49,17,3
2024-12-02,PROD-00071,STORE-003,110,12,14
2024-12-02,PROD-00169,STORE-003,33,26,7
2024-12-02,PROD-00222,STORE-003,42,23,7
2024-12-02,PROD-00236,STORE-003,123,18,5
2024-12-02,PROD-00150,STORE-003,40,10,7
2024-12-02,PROD-00219,STORE-003,118,20,10
2024-12-02,PROD-00276,STORE-003,125,25,14
2024-12-02,PROD-00299,STORE-003,40,17,7
2024-12-02,PROD-00263,STORE-003,168,11,3
2024-12-02,PROD-00178,STORE-003,66,27,10
2024-12-02,PROD-00286,STORE-003,110,28,14
2024-12-02,PROD-00025,STORE-003,76,10,14
2024-12-02,PROD-00037,STORE-003,139,20,7
2024-12-02,PROD-00082,STORE-003,126,23,14
2024-12-02,PROD-00035,STORE-003,53,21,14
2024-12-02,PROD-00105,STORE-003,149,27,7
2024-12-02,PROD-00094,STORE-003,42,19,14
2024-12-02,PROD-00282,STORE-003,75,27,14
2024-12-02,PROD-00177,STORE-003,198,18,10
2024-12-02,PROD-00133,STORE-003,79,24,7
2024-12-02,PROD-00115,STORE-003,96,28,3
2024-12-02,PROD-00173,STORE-003,181,28,14
2024-12-02,PROD-00016,STORE-003,131,13,5
2024-12-02,PROD-00240,STORE-003,129,23,14
2024-12-02,PROD-00093,STORE-003,38,10,7
2024-12-02,PROD-00172,STORE-003,157,27,14
2024-12-02,PROD-00034,STORE-003,214,11,14
2024-12-02,PROD-00145,STORE-003,152,14,14
2024-12-02,PROD-00096,STORE-003,40,15,5
2024-12-02,PROD-00197,STORE-003,174,10,10
2024-12-02,PROD-00170,STORE-003,80,13,7
2024-12-02,PROD-00193,STORE-003,181,29,14
2024-12-02,PROD-00266,STORE-003,116,22,3
2024-12-02,PROD-00212,STORE-003,93,13,10
2024-12-02,PROD-00005,STORE-003,123,15,10
2024-12-02,PROD-00195,STORE-003,157,24,7
2024-12-02,PROD-00256,STORE-003,177,12,3
2024-12-02,PROD-00086,STORE-003,135,13,7
2024-12-02,PROD-00012,STORE-003,119,28,10
2024-12-02,PROD-00218,STORE-004,135,10,3
2024-12-02,PROD-00050,STORE-004,152,11,10
2024-12-02,PROD-00127,STORE-004,41,24,3
2024-12-02,PROD-00214,STORE-004,194,28,7
2024-12-02,PROD-00090,STORE-004,79,16,10
2024-12-02,PROD-00134,STORE-004,51,12,5
2024-12-02,PROD-00030,STORE-004,168,14,5
2024-12-02,PROD-00215,STORE-004,42,21,5
2024-12-02,PROD-00084,STORE-004,85,23,7
2024-12-02,PROD-00284,STORE-004,22,22,10
2024-12-02,PROD-00242,STORE-004,39,22,14
2024-12-02,PROD-00137,STORE-004,113,19,5
2024-12-02,PROD-00091,STORE-004,138,19,5
2024-12-02,PROD-00018,STORE-004,63,19,3
2024-12-02,PROD-00001,STORE-004,157,18,3
2024-12-02,PROD-00083,STORE-004,25,21,7
2024-12-02,PROD-00088,STORE-004,80,12,7
2024-12-02,PROD-00039,STORE-004,199,21,3
2024-12-02,PROD-00121,STORE-004,143,22,7
2024-12-02,PROD-00198,STORE-004,79,10,10
2024-12-02,PROD-00207,STORE-004,116,25,3
2024-12-02,PROD-00223,STORE-004,145,26,14
2024-12-02,PROD-00181,STORE-004,106,21,5
2024-12-02,PROD-00119,STORE-004,68,30,7
2024-12-02,PROD-00203,STORE-004,34,27,5
2024-12-02,PROD-00176,STORE-004,40,28,3
2024-12-02,PROD-00125,STORE-004,117,11,5
2024-12-02,PROD-00221,STORE-004,30,28,14
2024-12-02,PROD-00131,STORE-004,28,19,14
2024-12-02,PROD-00010,STORE-004,119,12,7
2024-12-02,PROD-00228,STORE-004,79,26,5
2024-12-02,PROD-00057,STORE-004,91,25,10
2024-12-02,PROD-00187,STORE-004,34,29,7
2024-12-02,PROD-00153,STORE-004,107,12,7
2024-12-02,PROD-00278,STORE-004,158,14,5
2024-12-02,PROD-00123,STORE-004,197,14,10
2024-12-02,PROD-00248,STORE-004,85,25,10
2024-12-02,PROD-00029,STORE-004,172,29,3
2024-12-02,PROD-00166,STORE-004,137,20,3
2024-12-02,PROD-00300,STORE-004,102,27,3
2024-12-02,PROD-00112,STORE-004,35,19,5
2024-12-02,PROD-00095,STORE-004,20,23,7
2024-12-02,PROD-00126,STORE-004,25,30,10
2024-12-02,PROD-00075,STORE-004,100,15,14
2024-12-02,PROD-00254,STORE-004,33,24,3
2024-12-02,PROD-00122,STORE-004,135,17,10
2024-12-02,PROD-00068,STORE-004,124,17,3
2024-12-02,PROD-00003,STORE-004,29,12,14
2024-12-02,PROD-00158,STORE-004,171,28,3
2024-12-02,PROD-00184,STORE-004,46,27,10
2024-12-02,PROD-00097,STORE-004,160,23,5
2024-12-02,PROD-00231,STORE-004,94,21,7
2024-12-02,PROD-00080,STORE-004,20,25,7
2024-12-02,PROD-00298,STORE-004,62,20,5
2024-12-02,PROD-00225,STORE-004,91,22,5
2024-12-02,PROD-00179,STORE-004,87,11,3
2024-12-02,PROD-00043,STORE-004,156,22,7
2024-12-02,PROD-00098,STORE-004,141,13,14
2024-12-02,PROD-00024,STORE-004,44,26,14
2024-12-02,PROD-00102,STORE-004,117,27,14
2024-12-02,PROD-00264,STORE-004,199,21,5
2024-12-02,PROD-00071,STORE-004,162,27,3
2024-12-02,PROD-00169,STORE-004,44,18,5
2024-12-02,PROD-00222,STORE-004,60,23,5
2024-12-02,PROD-00236,STORE-004,128,12,7
2024-12-02,PROD-00150,STORE-004,63,18,14
2024-12-02,PROD-00219,STORE-004,135,23,10
2024-12-02,PROD-00276,STORE-004,137,28,10
2024-12-02,PROD-00299,STORE-004,158,25,5
2024-12-02,PROD-00263,STORE-004,56,28,5
2024-12-02,PROD-00178,STORE-004,40,23,10
2024-12-02,PROD-00286,STORE-004,27,30,5
2024-12-02,PROD-00025,STORE-004,72,29,3
2024-12-02,PROD-00037,STORE-004,111,28,3
2024-12-02,PROD-00082,STORE-004,69,18,5
2024-12-02,PROD-00035,STORE-004,43,25,5
2024-12-02,PROD-00105,STORE-004,145,19,3
2024-12-02,PROD-00094,STORE-004,24,22,10
2024-12-02,PROD-00282,STORE-004,108,19,3
2024-12-02,PROD-00177,STORE-004,27,25,10
2024-12-02,PROD-00133,STORE-004,124,26,7
2024-12-02,PROD-00115,STORE-004,166,13,3
2024-12-02,PROD-00173,STORE-004,183,18,5
2024-12-02,PROD-00016,STORE-004,106,21,3
2024-12-02,PROD-00240,STORE-004,82,13,7
2024-12-02,PROD-00093,STORE-004,177,12,10
2024-12-02,PROD-00172,STORE-004,31,23,14
2024-12-02,PROD-00034,STORE-004,158,26,3
2024-12-02,PROD-00145,STORE-004,121,16,10
2024-12-02,PROD-00096,STORE-004,172,22,14
2024-12-02,PROD-00197,STORE-004,87,18,3
2024-12-02,PROD-00170,STORE-004,44,30,14
2024-12-02,PROD-00193,STORE-004,107,24,5
2024-12-02,PROD-00266,STORE-004,150,21,3
2024-12-02,PROD-00212,STORE-004,167,23,3
2024-12-02,PROD-00005,STORE-004,29,14,10
2024-12-02,PROD-00195,STORE-004,172,11,10
2024-12-02,PROD-00256,STORE-004,201,14,10
2024-12-02,PROD-00086,STORE-004,35,12,3
2024-12-02,PROD-00012,STORE-004,203,28,14
2024-12-02,PROD-00218,STORE-005,133,29,14
2024-12-02,PROD-00050,STORE-005,150,24,3
2024-12-02,PROD-00127,STORE-005,121,29,10
2024-12-02,PROD-00214,STORE-005,195,27,10
2024-12-02,PROD-00090,STORE-005,82,20,14
2024-12-02,PROD-00134,STORE-005,19,16,5
2024-12-02,PROD-00030,STORE-005,115,27,14
2024-12-02,PROD-00215,STORE-005,161,23,7
2024-12-02,PROD-00084,STORE-005,161,22,7
2024-12-02,PROD-00284,STORE-005,0,30,7
2024-12-02,PROD-00242,STORE-005,73,21,7
2024-12-02,PROD-00137,STORE-005,11,21,14
2024-12-02,PROD-00091,STORE-005,139,27,14
2024-12-02,PROD-00018,STORE-005,142,13,5
2024-12-02,PROD-00001,STORE-005,61,16,10
2024-12-02,PROD-00083,STORE-005,142,20,10
2024-12-02,PROD-00088,STORE-005,120,24,3
2024-12-02,PROD-00039,STORE-005,26,11,5
2024-12-02,PROD-00121,STORE-005,151,27,5
2024-12-02,PROD-00198,STORE-005,67,28,14
2024-12-02,PROD-00207,STORE-005,10,18,5
2024-12-02,PROD-00223,STORE-005,137,12,5
2024-12-02,PROD-00181,STORE-005,213,12,10
2024-12-02,PROD-00119,STORE-005,49,15,10
2024-12-02,PROD-00203,STORE-005,134,25,10
2024-12-02,PROD-00176,STORE-005,132,26,14
2024-12-02,PROD-00125,STORE-005,0,18,7
2024-12-02,PROD-00221,STORE-005,135,17,7
2024-12-02,PROD-00131,STORE-005,142,10,5
2024-12-02,PROD-00010,STORE-005,68,27,5
2024-12-02,PROD-00228,STORE-005,31,25,3
2024-12-02,PROD-00057,STORE-005,189,13,7
2024-12-02,PROD-00187,STORE-005,47,17,3
2024-12-02,PROD-00153,STORE-005,112,10,7
2024-12-02,PROD-00278,STORE-005,212,14,14
2024-12-02,PROD-00123,STORE-005,10,14,14
2024-12-02,PROD-00248,STORE-005,34,26,10
2024-12-02,PROD-00029,STORE-005,103,20,3
2024-12-02,PROD-00166,STORE-005,181,10,5
2024-12-02,PROD-00300,STORE-005,88,15,5
2024-12-02,PROD-00112,STORE-005,33,24,3
2024-12-02,PROD-00095,STORE-005,57,26,3
2024-12-02,PROD-00126,STORE-005,157,15,14
2024-12-02,PROD-00075,STORE-005,28,27,10
2024-12-02,PROD-00254,STORE-005,204,14,10
2024-12-02,PROD-00122,STORE-005,155,14,10
2024-12-02,PROD-00068,STORE-005,104,30,3
2024-12-02,PROD-00003,STORE-005,107,26,10
2024-12-02,PROD-00158,STORE-005,172,24,5
2024-12-02,PROD-00184,STORE-005,29,17,3
2024-12-02,PROD-00097,STORE-005,49,27,3
2024-12-02,PROD-00231,STORE-005,93,21,3
2024-12-02,PROD-00080,STORE-005,162,16,5
2024-12-02,PROD-00298,STORE-005,47,20,10
2024-12-02,PROD-00225,STORE-005,177,12,7
2024-12-02,PROD-00179,STORE-005,118,28,7
2024-12-02,PROD-00043,STORE-005,178,12,3
2024-12-02,PROD-00098,STORE-005,96,15,3
2024-12-02,PROD-00024,STORE-005,101,28,10
2024-12-02,PROD-00102,STORE-005,141,17,3
2024-12-02,PROD-00264,STORE-005,167,29,14
2024-12-02,PROD-00071,STORE-005,120,12,3
2024-12-02,PROD-00169,STORE-005,39,25,14
2024-12-02,PROD-00222,STORE-005,90,10,7
2024-12-02,PROD-00236,STORE-005,64,24,10
2024-12-02,PROD-00150,STORE-005,60,16,3
2024-12-02,PROD-00219,STORE-005,99,11,14
2024-12-02,PROD-00276,STORE-005,181,20,3
2024-12-02,PROD-00299,STORE-005,30,29,5
2024-12-02,PROD-00263,STORE-005,113,19,3
2024-12-02,PROD-00178,STORE-005,95,12,10
2024-12-02,PROD-00286,STORE-005,65,17,14
2024-12-02,PROD-00025,STORE-005,8,20,7
2024-12-02,PROD-00037,STORE-005,192,13,5
2024-12-02,PROD-00082,STORE-005,77,28,5
2024-12-02,PROD-00035,STORE-005,29,18,5
2024-12-02,PROD-00105,STORE-005,30,18,14
2024-12-02,PROD-00094,STORE-005,155,23,10
2024-12-02,PROD-00282,STORE-005,162,14,10
2024-12-02,PROD-00177,STORE-005,46,27,7
2024-12-02,PROD-00133,STORE-005,116,29,14
2024-12-02,PROD-00115,STORE-005,100,23,7
2024-12-02,PROD-00173,STORE-005,3,15,7
2024-12-02,PROD-00016,STORE-005,95,18,14
2024-12-02,PROD-00240,STORE-005,88,10,14
2024-12-02,PROD-00093,STORE-005,149,11,7
2024-12-02,PROD-00172,STORE-005,137,21,7
2024-12-02,PROD-00034,STORE-005,121,25,10
2024-12-02,PROD-00145,STORE-005,173,24,14
2024-12-02,PROD-00096,STORE-005,47,15,14
2024-12-02,PROD-00197,STORE-005,-14,22,5
2024-12-02,PROD-00170,STORE-005,113,19,3
2024-12-02,PROD-00193,STORE-005,61,16,7
2024-12-02,PROD-00266,STORE-005,208,19,5
2024-12-02,PROD-00212,STORE-005,62,19,3
2024-12-02,PROD-00005,STORE-005,172,28,14
2024-12-02,PROD-00195,STORE-005,153,17,5
2024-12-02,PROD-00256,STORE-005,39,14,3
2024-12-02,PROD-00086,STORE-005,110,27,7
2024-12-02,PROD-00012,STORE-005,28,26,14
2024-12-02,PROD-00218,STORE-006,14,12,14
2024-12-02,PROD-00050,STORE-006,157,20,14
2024-12-02,PROD-00127,STORE-006,169,28,7
2024-12-02,PROD-00214,STORE-006,158,12,3
2024-12-02,PROD-00090,STORE-006,72,18,5
2024-12-02,PROD-00134,STORE-006,117,29,3
2024-12-02,PROD-00030,STORE-006,95,18,7
2024-12-02,PROD-00215,STORE-006,74,21,14
2024-12-02,PROD-00084,STORE-006,59,30,14
2024-12-02,PROD-00284,STORE-006,86,24,7
2024-12-02,PROD-00242,STORE-006,53,16,5
2024-12-02,PROD-00137,STORE-006,149,17,14
2024-12-02,PROD-00091,STORE-006,119,29,5
2024-12-02,PROD-00018,STORE-006,156,29,5
2024-12-02,PROD-00001,STORE-006,150,13,7
2024-12-02,PROD-00083,STORE-006,178,17,3
2024-12-02,PROD-00088,STORE-006,175,30,3
2024-12-02,PROD-00039,STORE-006,39,24,10
2024-12-02,PROD-00121,STORE-006,57,26,5
2024-12-02,PROD-00198,STORE-006,185,20,5
2024-12-02,PROD-00207,STORE-006,172,11,3
2024-12-02,PROD-00223,STORE-006,182,16,7
2024-12-02,PROD-00181,STORE-006,98,13,7
2024-12-02,PROD-00119,STORE-006,135,15,10
2024-12-02,PROD-00203,STORE-006,129,16,3
2024-12-02,PROD-00176,STORE-006,98,24,7
2024-12-02,PROD-00125,STORE-006,74,20,3
2024-12-02,PROD-00221,STORE-006,81,12,10
2024-12-02,PROD-00131,STORE-006,89,18,14
2024-12-02,PROD-00010,STORE-006,136,20,3
2024-12-02,PROD-00228,STORE-006,101,22,3
2024-12-02,PROD-00057,STORE-006,194,30,5
2024-12-02,PROD-00187,STORE-006,190,24,5
2024-12-02,PROD-00153,STORE-006,180,25,14
2024-12-02,PROD-00278,STORE-006,34,13,14
