order_id,order_time,product_id,store_id,customer_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
ORD-0000026,2024-09-25 16:22:29,PROD-00114,STORE-007,CUST-004225,1,379.21,10.0,Paid,False
ORD-0000027,2024-09-06 11:13:00,PROD-00045,STORE-002,CUST-004995,1,354.34,10.0,Paid,False
ORD-0000028,2024-09-17 19:43:00,PROD-00278,STORE-003,CUST-004608,4,124.42,0.0,Paid,False
ORD-0000029,2024-09-04 08:37:16,PROD-00216,STORE-017,CUST-003260,2,108.1,10.0,Paid,False
ORD-0000030,2024-01-29 17:40:42,PROD-00042,STORE-016,CUST-002337,4,229.45,30.0,Paid,False
ORD-0000031,2024-11-11 04:21:00,PROD-00216,STORE-018,CUST-002200,2,108.1,5.0,Paid,False
ORD-0000032,2024-03-06 06:24:00,PROD-00147,STORE-002,CUST-000039,4,310.75,10.0,Paid,False
ORD-0000033,2024-06-06 22:17:00,PROD-00243,STORE-006,CUST-002354,1,53.04,0.0,Paid,False
ORD-0000034,2024-04-18 10:28:08,PROD-00049,STORE-002,CUST-000303,3,24.76,10.0,Paid,False
ORD-0000035,2024-01-08 08:56:49,PROD-00100,STORE-016,CUST-002821,1,748.49,5.0,Paid,False
ORD-0000036,2024-09-13 15:24:00,PROD-00178,STORE-017,CUST-003389,4,286.96,5.0,Paid,False
ORD-0000037,2024-09-13 15:33:10,PROD-00243,STORE-002,CUST-000421,1,47.74,10.0,Paid,False
ORD-0000038,2024-11-14 16:22:08,PROD-00147,STORE-001,CUST-002349,2,345.28,0.0,Paid,False
ORD-0000039,2024-09-03 01:27:38,PROD-00268,STORE-013,CUST-000989,2,106.29,5.0,Paid,False
ORD-0000040,2024-04-01 18:33:06,PROD-00078,STORE-015,CUST-003785,1,191.8,5.0,Paid,False
ORD-0000041,2024-08-23 09:52:12,PROD-00002,STORE-017,CUST-002719,1,366.44,0.0,Paid,False
ORD-0000042,2024-11-05 06:40:19,PROD-00274,STORE-017,CUST-003424,2,61.25,20.0,Paid,False
ORD-0000043,2024-06-10 16:43:03,PROD-00213,STORE-006,CUST-000552,1,643.84,0.0,Failed,False
ORD-0000044,2024-02-03 04:26:00,PROD-00154,STORE-018,CUST-002474,2,285.74,25.0,Paid,False
ORD-0000045,2024-02-18 20:10:00,PROD-00266,STORE-007,CUST-000895,2,61.95,10.0,Paid,False
ORD-0000046,2024-05-13 10:37:00,PROD-00265,STORE-006,CUST-002368,3,390.01,0.0,Paid,False
ORD-0000047,2024-05-18 06:21:06,PROD-00264,STORE-007,CUST-001097,1,309.71,5.0,Refunded,False
ORD-0000048,2024-02-08 01:24:00,PROD-00119,STORE-009,CUST-001703,2,497.14,10.0,Refunded,False
ORD-0000049,2024-04-16 07:46:00,PROD-00092,STORE-018,CUST-004058,1,1102.9,5.0,Paid,False
ORD-0000050,2024-04-26 11:54:55,PROD-00196,STORE-012,CUST-000357,2,50.52,10.0,Paid,False
ORD-0000051,2024-03-13 23:15:21,PROD-00132,STORE-011,CUST-002951,3,97.8,5.0,Paid,False
ORD-0000052,2024-01-09 00:17:23,PROD-00243,STORE-006,CUST-001609,2,50.39,5.0,Failed,False
ORD-0000053,2024-04-25 07:21:23,PROD-00190,STORE-003,CUST-004308,2,299.13,10.0,Paid,False
ORD-0000054,2024-10-23 17:02:00,PROD-00107,STORE-007,CUST-004298,20,153.37,5.0,Paid,False
ORD-0000055,2024-08-21 11:01:00,PROD-00212,STORE-013,CUST-002843,2,62.18,10.0,Paid,False
ORD-0000056,2024-07-22 18:31:55,PROD-00084,STORE-010,CUST-001489,1,1418.5,0.0,Paid,True
ORD-0000057,2024-08-07 18:30:53,PROD-00196,STORE-011,CUST-004848,2,47.71,15.0,Paid,True
ORD-0000058,2024-03-19 17:25:06,PROD-00284,STORE-004,CUST-002209,20,148.25,20.0,Paid,False
ORD-0000059,2024-03-20 05:18:15,PROD-00029,STORE-004,CUST-001563,2,211.4,10.0,Paid,False
ORD-0000060,2024-02-01 20:37:53,PROD-00172,STORE-006,CUST-004950,1,1142.63,5.0,Paid,False
ORD-0000061,2024-12-22 16:17:00,PROD-00029,STORE-018,CUST-004884,1,234.89,0.0,Paid,False
ORD-0000062,2024-01-01 20:29:02,PROD-00193,STORE-016,CUST-001538,2,1417.75,5.0,Paid,False
ORD-0000063,2024-04-11 13:11:37,PROD-00280,STORE-015,CUST-003727,2,71.72,5.0,Paid,False
ORD-0000064,2024-03-26 19:10:10,PROD-00115,STORE-003,CUST-001613,4,13.88,0.0,Refunded,False
ORD-0000065,2024-09-05 21:01:49,PROD-00050,STORE-010,CUST-000610,1,676.32,10.0,Paid,False
ORD-0000066,2024-12-11 00:33:42,PROD-00117,STORE-012,CUST-000284,4,48.81,10.0,Paid,False
ORD-0000067,2024-02-27 11:59:12,PROD-00120,STORE-017,CUST-003661,4,983.6,10.0,Paid,False
ORD-0000068,2024-06-23 07:48:00,PROD-00288,STORE-012,CUST-000485,5,259.01,20.0,Paid,False
ORD-0000070,2024-02-20 08:35:00,PROD-00186,STORE-013,CUST-004681,3,107.13,20.0,Paid,False
ORD-0000071,2024-03-07 21:43:23,PROD-00136,STORE-004,CUST-000906,1,4154.31,5.0,Paid,False
ORD-0000072,2024-02-06 04:27:42,PROD-00260,STORE-009,CUST-000405,2,79.6,0.0,Paid,False
ORD-0000073,2024-05-27 10:48:00,PROD-00164,STORE-008,CUST-001149,2,137.06,0.0,Paid,False
ORD-0000074,2024-04-16 15:04:00,PROD-00098,STORE-002,CUST-004987,2,313.52,10.0,Paid,False
ORD-0000075,2024-07-05 07:46:00,PROD-00084,STORE-013,CUST-002259,1,1418.5,0.0,Paid,False
ORD-0000076,2024-05-24 05:32:26,PROD-00239,STORE-001,CUST-003770,2,142.04,15.0,Paid,False
ORD-0000077,2024-05-28 16:49:00,PROD-00066,STORE-017,CUST-003952,2,184.33,10.0,Paid,False
ORD-0000078,2024-12-02 23:03:28,PROD-00151,STORE-006,CUST-000253,2,96.55,5.0,Paid,False
ORD-0000079,2024-02-13 04:04:00,PROD-00106,STORE-012,CUST-003035,1,27.82,10.0,Paid,False
ORD-0000080,2024-01-08 13:28:51,PROD-00136,STORE-012,CUST-000590,1,4372.96,0.0,Paid,False
ORD-0000081,2024-03-20 02:21:49,PROD-00172,STORE-003,CUST-003559,2,1202.77,0.0,Paid,False
ORD-0000082,2024-01-19 12:06:41,PROD-00131,STORE-016,CUST-001531,1,3084.26,10.0,Paid,False
ORD-0000083,2024-03-15 00:28:09,PROD-00157,STORE-006,CUST-002463,2,33.27,15.0,Paid,False
ORD-0000084,2024-06-11 07:52:15,PROD-00299,STORE-008,CUST-000610,2,113.63,15.0,Paid,True
ORD-0000085,2024-10-31 19:43:32,PROD-00232,STORE-004,CUST-004811,2,20.89,0.0,Failed,False
ORD-0000086,2024-02-09 10:45:37,PROD-00183,STORE-007,CUST-002441,3,1409.92,5.0,Paid,False
ORD-0000087,2024-12-29 13:40:00,PROD-00281,STORE-003,CUST-000308,4,934.78,10.0,Failed,False
ORD-0000088,2024-05-18 06:01:47,PROD-00265,STORE-013,CUST-003732,1,351.01,10.0,Paid,False
ORD-0000089,2024-11-08 07:40:22,PROD-00098,STORE-004,CUST-002912,1,313.52,10.0,Paid,False
ORD-0000090,2024-07-17 20:10:01,PROD-00167,STORE-005,CUST-003125,3,1756.2,10.0,Paid,False
ORD-0000091,2024-02-26 02:54:01,PROD-00014,STORE-006,CUST-003912,1,1010.72,0.0,Paid,False
ORD-0000092,2024-04-21 18:38:00,PROD-00208,STORE-016,CUST-003508,2,307.0,10.0,Paid,False
ORD-0000093,2024-01-25 21:38:03,PROD-00096,STORE-017,CUST-000293,5,722.78,5.0,Paid,False
ORD-0000094,2024-05-27 02:54:00,PROD-00025,STORE-006,CUST-004885,4,24.34,0.0,Paid,False
ORD-0000095,2024-09-15 03:47:57,PROD-00108,STORE-017,CUST-002159,1,558.58,0.0,Paid,False
ORD-0000096,2024-02-17 03:49:30,PROD-00021,STORE-016,CUST-002778,1,368.71,5.0,Paid,False
ORD-0000097,2024-03-08 05:39:20,PROD-00202,STORE-007,CUST-004778,1,129.48,5.0,Failed,False
ORD-0000098,2024-07-07 06:49:00,PROD-00128,STORE-016,CUST-002331,4,70.44,10.0,Paid,True
ORD-0000099,2024-01-14 06:31:34,PROD-00128,STORE-001,CUST-004119,1,66.53,15.0,Paid,False
ORD-0000100,2024-10-22 14:22:00,PROD-00059,STORE-013,CUST-000692,1,260.83,5.0,Paid,False
ORD-0000101,2024-10-29 09:47:42,PROD-00039,STORE-005,CUST-001026,5,32.51,20.0,Paid,False
ORD-0000102,2024-11-27 01:10:46,PROD-00268,STORE-014,CUST-002914,2,95.1,15.0,Paid,False
ORD-0000103,2024-07-24 08:55:39,PROD-00300,STORE-009,CUST-002886,2,44.04,0.0,Paid,False
ORD-0000104,2024-02-13 20:19:19,PROD-00226,STORE-013,CUST-000304,3,228.5,5.0,Paid,False
ORD-0000105,2024-08-14 12:48:13,PROD-00131,STORE-001,CUST-000107,4,3255.6,5.0,Paid,False
ORD-0000106,2024-05-31 12:46:42,PROD-00058,STORE-014,CUST-004030,1,76.86,10.0,Paid,False
ORD-0000107,2024-08-06 10:32:56,PROD-00159,STORE-012,CUST-003454,1,3656.02,10.0,Paid,False
ORD-0000108,2024-11-17 21:19:46,PROD-00120,STORE-018,CUST-003272,3,1092.89,0.0,Refunded,False
ORD-0000109,2024-01-12 16:07:16,PROD-00071,STORE-013,CUST-002710,1,1274.35,20.0,Paid,False
ORD-0000110,2024-01-12 15:01:29,PROD-00022,STORE-017,CUST-004065,4,810.44,0.0,Paid,False
ORD-0000111,2024-05-02 08:51:20,PROD-00129,STORE-003,CUST-004162,3,25.86,0.0,Paid,False
ORD-0000112,2024-03-15 11:01:29,PROD-00069,STORE-007,CUST-004873,2,76.36,15.0,Paid,False
ORD-0000113,2024-06-19 10:00:02,PROD-00164,STORE-013,CUST-000489,1,137.06,0.0,Paid,False
ORD-0000114,2024-08-29 08:05:00,PROD-00115,STORE-011,CUST-003578,1,11.1,20.0,Paid,False
ORD-0000115,2024-05-15 20:15:00,PROD-00271,STORE-015,CUST-002963,1,4059.93,5.0,Failed,True
ORD-0000116,2024-09-09 21:16:49,PROD-00031,STORE-005,CUST-002683,2,102.78,15.0,Paid,False
ORD-0000117,2024-03-05 14:33:00,PROD-00245,STORE-011,CUST-002136,20,984.69,30.0,Paid,False
ORD-0000118,2024-04-08 14:17:42,PROD-00084,STORE-012,CUST-003536,1,1276.65,10.0,Paid,False
ORD-0000119,2024-05-08 10:43:00,PROD-00300,STORE-017,CUST-004690,1,41.84,5.0,Paid,False
ORD-0000120,2024-04-02 21:03:00,PROD-00132,STORE-016,CUST-003259,3,92.66,10.0,Paid,False
ORD-0000121,2024-02-04 17:46:41,PROD-00085,STORE-002,CUST-002233,2,19.9,15.0,Paid,False
ORD-0000122,2024-06-29 22:33:00,PROD-00116,STORE-015,CUST-001967,1,132.82,0.0,Paid,False
ORD-0000123,2024-05-12 17:48:00,PROD-00198,STORE-018,CUST-000384,1,483.28,20.0,Paid,False
ORD-0000124,2024-06-06 14:51:29,PROD-00234,STORE-018,CUST-000697,1,248.4,5.0,Paid,False
ORD-0000125,2024-08-30 02:15:47,PROD-00150,STORE-007,CUST-000618,3,81.7,5.0,Paid,False
ORD-0000126,2024-12-11 21:25:39,PROD-00221,STORE-013,CUST-001412,1,725.3,5.0,Paid,False
ORD-0000127,2024-05-11 15:25:00,PROD-00226,STORE-015,CUST-000840,1,216.48,10.0,Paid,False
ORD-0000128,2024-08-21 17:23:44,PROD-00258,STORE-001,CUST-001550,1,3984.9,0.0,Paid,False
ORD-0000129,2024-02-19 02:22:56,PROD-00034,STORE-011,CUST-000691,3,904.75,5.0,Paid,False
ORD-0000130,2024-12-07 19:12:00,PROD-00153,STORE-018,CUST-001610,3,83.64,5.0,Paid,False
ORD-0000131,2024-05-04 22:58:47,PROD-00046,STORE-006,CUST-002764,2,513.3,15.0,Paid,False
ORD-0000132,2024-11-05 11:54:00,PROD-00022,STORE-016,CUST-000016,2,769.92,5.0,Paid,False
ORD-0000133,2024-04-20 10:19:23,PROD-00203,STORE-017,CUST-004224,5,4193.64,10.0,Paid,False
ORD-0000134,2024-12-08 09:46:19,PROD-00016,STORE-007,CUST-001084,3,93.01,10.0,Paid,False
ORD-0000135,2024-01-12 08:08:55,PROD-00072,STORE-003,CUST-001433,1,849.19,15.0,Paid,False
ORD-0000136,2024-09-04 17:57:10,PROD-00258,STORE-004,CUST-000774,1,3387.16,15.0,Paid,False
ORD-0000137,2024-11-01 01:06:23,PROD-00189,STORE-010,CUST-004015,1,38.17,15.0,Refunded,False
ORD-0000138,2024-05-01 01:19:00,PROD-00139,STORE-017,CUST-000139,2,340.78,15.0,Paid,False
ORD-0000139,2024-01-01 11:31:16,PROD-00062,STORE-012,CUST-002180,2,651.33,10.0,Paid,False
ORD-0000140,2024-10-31 23:06:38,PROD-00025,STORE-003,CUST-001925,1,23.12,5.0,Paid,False
ORD-0000141,2024-07-07 18:19:34,PROD-00292,STORE-003,CUST-003446,1,455.65,5.0,Paid,False
ORD-0000142,2024-08-01 00:39:00,PROD-00101,STORE-016,CUST-001701,1,798.46,0.0,Paid,False
ORD-0000143,2024-11-18 00:22:00,PROD-00089,STORE-018,CUST-004480,2,70.31,15.0,Failed,False
ORD-0000144,2024-11-01 15:02:16,PROD-00170,STORE-004,CUST-003314,1,439.09,0.0,Paid,False
ORD-0000145,2024-12-10 09:06:00,PROD-00102,STORE-001,CUST-001921,3,732.06,5.0,Paid,False
ORD-0000146,2024-11-15 21:23:00,PROD-00259,STORE-013,CUST-004348,1,142.96,0.0,Paid,True
ORD-0000147,2024-09-20 21:42:33,PROD-00167,STORE-007,CUST-004987,4,1853.76,5.0,Paid,False
ORD-0000148,2024-03-19 01:23:35,PROD-00157,STORE-007,CUST-000505,2,39.14,0.0,Refunded,False
ORD-0000149,2024-06-27 22:41:07,PROD-00037,STORE-008,CUST-003165,3,861.98,10.0,Paid,False
ORD-0000150,2024-12-02 03:46:54,PROD-00099,STORE-017,CUST-000849,2,539.56,5.0,Failed,False
ORD-0000151,2024-07-16 04:20:00,PROD-00052,STORE-018,CUST-003650,4,1801.07,0.0,Paid,False
ORD-0000152,2024-02-25 15:51:00,PROD-00264,STORE-006,CUST-002053,1,309.71,5.0,Refunded,False
ORD-0000153,2024-02-09 04:07:24,PROD-00289,STORE-003,CUST-000495,20,133.45,0.0,Paid,False
ORD-0000154,2024-10-23 12:21:00,PROD-00126,STORE-018,CUST-001575,1,207.68,5.0,Paid,False
ORD-0000155,2024-01-12 23:31:00,PROD-00103,STORE-001,CUST-002808,1,239.07,20.0,Paid,False
ORD-0000156,2024-02-05 13:34:00,PROD-00252,STORE-001,CUST-004112,1,188.34,0.0,Refunded,False
ORD-0000157,2024-06-28 23:29:57,PROD-00044,STORE-011,CUST-000747,2,388.59,15.0,Paid,False
ORD-0000158,2024-06-11 04:08:00,PROD-00073,STORE-017,CUST-003929,2,436.59,0.0,Failed,False
ORD-0000159,2024-11-25 14:11:24,PROD-00125,STORE-005,CUST-000269,1,341.61,15.0,Paid,False
ORD-0000160,2024-07-13 04:46:23,PROD-00144,STORE-008,CUST-000129,1,29.65,5.0,Paid,False
ORD-0000161,2024-08-26 20:30:00,PROD-00172,STORE-005,CUST-001091,4,1202.77,10.0,Paid,False
ORD-0000162,2024-10-15 14:25:39,PROD-00266,STORE-006,CUST-002880,2,65.39,5.0,Paid,False
ORD-0000163,2024-12-19 13:50:18,PROD-00229,STORE-007,CUST-001784,2,81.29,5.0,Paid,False
ORD-0000164,2024-06-09 01:42:49,PROD-00049,STORE-016,CUST-000068,1,26.13,5.0,Paid,False
ORD-0000165,2024-03-11 06:48:35,PROD-00058,STORE-003,CUST-003534,2,76.86,10.0,Paid,False
ORD-0000166,2024-10-25 15:02:31,PROD-00297,STORE-003,CUST-000901,1,253.84,0.0,Failed,False
ORD-0000167,2024-06-13 20:23:59,PROD-00206,STORE-007,CUST-003304,2,763.03,15.0,Refunded,False
ORD-0000168,2024-10-24 06:28:04,PROD-00255,STORE-001,CUST-004253,1,335.52,10.0,Refunded,False
ORD-0000169,2024-09-27 08:40:19,PROD-00250,STORE-017,CUST-004935,1,57.89,5.0,Paid,False
ORD-0000170,2024-01-27 09:19:34,PROD-00235,STORE-018,CUST-004293,1,525.2,5.0,Paid,False
ORD-0000171,2024-08-25 09:37:00,PROD-00192,STORE-015,CUST-001926,1,290.63,0.0,Paid,False
ORD-0000172,2024-06-11 13:31:20,PROD-00172,STORE-012,CUST-002815,2,1202.77,0.0,Paid,False
ORD-0000173,2024-08-14 20:03:00,PROD-00108,STORE-001,CUST-000584,1,558.58,0.0,Refunded,False
ORD-0000174,2024-02-25 20:11:00,PROD-00066,STORE-012,CUST-002999,2,175.11,5.0,Paid,False
ORD-0000175,2024-09-29 11:27:00,PROD-00080,STORE-009,CUST-001770,1,1143.95,15.0,Paid,False
ORD-0000176,2024-01-02 13:18:57,PROD-00193,STORE-002,CUST-000876,2,1343.13,10.0,Paid,False
ORD-0000177,2024-01-18 01:36:15,PROD-00294,STORE-007,CUST-001470,2,1190.02,5.0,Paid,False
ORD-0000178,2024-02-28 21:46:49,PROD-00130,STORE-012,CUST-001038,1,72.92,0.0,Paid,True
ORD-0000179,2024-12-12 05:02:34,PROD-00018,STORE-014,CUST-001178,1,336.21,0.0,Paid,False
ORD-0000180,2024-07-11 15:37:50,PROD-00173,STORE-012,CUST-001920,1,209.08,0.0,Paid,False
ORD-0000181,2024-05-26 06:05:00,PROD-00087,STORE-018,CUST-003824,4,202.63,5.0,Paid,False
ORD-0000182,2024-05-30 05:34:00,PROD-00242,STORE-017,CUST-003689,4,114.97,10.0,Paid,False
ORD-0000183,2024-11-30 11:11:43,PROD-00272,STORE-006,CUST-001212,1,1325.81,0.0,Paid,False
ORD-0000184,2024-11-18 05:16:17,PROD-00129,STORE-009,CUST-000899,2,24.57,5.0,Paid,False
ORD-0000185,2024-08-27 18:15:12,PROD-00068,STORE-010,CUST-003121,1,616.28,15.0,Paid,False
ORD-0000186,2024-03-17 19:54:00,PROD-00135,STORE-002,CUST-002173,1,560.42,10.0,Failed,True
ORD-0000187,2024-01-06 06:20:26,PROD-00231,STORE-009,CUST-003253,3,102.75,15.0,Paid,False
ORD-0000188,2024-07-01 02:05:00,PROD-00202,STORE-006,CUST-001525,1,136.29,0.0,Paid,False
ORD-0000189,2024-06-26 19:45:10,PROD-00040,STORE-010,CUST-001144,1,1705.3,0.0,Paid,False
ORD-0000190,2024-08-14 10:50:55,PROD-00251,STORE-016,CUST-001326,1,93.17,5.0,Paid,False
ORD-0000191,2024-04-30 13:27:00,PROD-00145,STORE-007,CUST-001594,1,35.06,0.0,Paid,False
ORD-0000192,2024-07-31 16:25:24,PROD-00247,STORE-014,CUST-002752,1,216.53,0.0,Paid,False
ORD-0000193,2024-07-28 21:52:01,PROD-00080,STORE-008,CUST-001820,1,1345.82,0.0,Paid,False
ORD-0000194,2024-09-12 18:14:00,PROD-00258,STORE-011,CUST-002131,3,3984.9,0.0,Paid,False
ORD-0000195,2024-07-21 23:36:00,PROD-00016,STORE-006,CUST-004220,5,93.01,10.0,Failed,False
ORD-0000196,2024-02-08 21:32:01,PROD-00274,STORE-002,CUST-002153,1,76.56,0.0,Paid,False
ORD-0000197,2024-03-06 05:30:00,PROD-00120,STORE-016,CUST-001471,1,765.02,30.0,Paid,False
ORD-0000198,2024-07-19 19:55:37,PROD-00227,STORE-004,CUST-000700,1,874.66,30.0,Paid,False
ORD-0000199,2024-03-29 09:53:37,PROD-00103,STORE-014,CUST-000039,4,283.9,5.0,Paid,False
ORD-0000200,2024-06-05 15:04:43,PROD-00002,STORE-007,CUST-004697,2,274.83,25.0,Paid,False
ORD-0000201,2024-07-29 06:27:00,PROD-00033,STORE-015,CUST-003445,1,281.58,20.0,Refunded,False
ORD-0000202,2024-07-30 18:28:25,PROD-00194,STORE-010,CUST-004687,3,576.33,0.0,Paid,True
ORD-0000203,2024-05-17 06:56:43,PROD-00054,STORE-005,CUST-003522,1,12.03,0.0,Paid,False
ORD-0000204,2024-04-05 21:19:08,PROD-00246,STORE-017,CUST-000759,3,170.23,0.0,Paid,False
ORD-0000205,2024-06-16 03:02:42,PROD-00122,STORE-011,CUST-000121,1,500.95,0.0,Paid,False
ORD-0000206,2024-02-14 06:20:41,PROD-00151,STORE-003,CUST-003601,2,72.41,25.0,Paid,False
ORD-0000207,2024-04-10 11:16:00,PROD-00109,STORE-017,CUST-001363,1,99.99,10.0,Paid,False
ORD-0000208,2024-07-22 17:08:36,PROD-00131,STORE-018,CUST-000341,2,3255.6,5.0,Paid,False
ORD-0000209,2024-02-21 18:42:41,PROD-00091,STORE-010,CUST-004890,1,95.03,0.0,Paid,False
ORD-0000210,2024-09-21 13:07:00,PROD-00198,STORE-004,CUST-003518,1,573.9,5.0,Paid,False
ORD-0000211,2024-05-01 12:30:00,PROD-00003,STORE-012,CUST-001961,1,1038.98,10.0,Paid,True
ORD-0000212,2024-12-17 12:39:00,PROD-00229,STORE-002,CUST-002236,1,85.57,0.0,Paid,False
ORD-0000213,2024-08-15 17:59:56,PROD-00286,STORE-009,CUST-004026,1,164.76,0.0,Paid,False
ORD-0000214,2024-03-02 14:21:20,PROD-00223,STORE-008,CUST-004436,4,704.46,0.0,Paid,False
ORD-0000215,2024-06-21 09:22:28,PROD-00298,STORE-009,CUST-001062,2,855.3,5.0,Paid,False
ORD-0000216,2024-09-17 10:41:20,PROD-00098,STORE-007,CUST-001218,5,348.35,0.0,Paid,False
ORD-0000217,2024-10-01 22:43:42,PROD-00238,STORE-015,CUST-003353,1,1544.0,15.0,Paid,False
ORD-0000218,2024-11-27 22:17:00,PROD-00208,STORE-016,CUST-000795,3,324.05,5.0,Refunded,False
ORD-0000219,2024-06-19 11:12:38,PROD-00218,STORE-017,CUST-002760,2,1422.29,10.0,Paid,False
ORD-0000220,2024-08-24 22:09:00,PROD-00063,STORE-007,CUST-002452,1,333.91,15.0,Failed,False
ORD-0000221,2024-06-07 23:55:00,PROD-00076,STORE-005,CUST-004508,1,1351.92,5.0,Paid,False
ORD-0000222,2024-12-20 15:40:44,PROD-00103,STORE-015,CUST-003531,3,298.84,0.0,Refunded,False
ORD-0000223,2024-10-19 19:31:20,PROD-00015,STORE-012,CUST-000807,1,124.02,15.0,Paid,False
ORD-0000224,2024-02-22 11:46:02,PROD-00256,STORE-005,CUST-004617,1,258.84,5.0,Paid,True
ORD-0000225,2024-04-01 18:44:22,PROD-00156,STORE-015,CUST-001446,1,1824.59,5.0,Paid,False
ORD-0000226,2024-11-12 00:16:00,PROD-00150,STORE-018,CUST-002320,3,86.0,0.0,Paid,False
ORD-0000227,2024-10-12 17:57:00,PROD-00034,STORE-002,CUST-001698,2,857.13,10.0,Paid,False
ORD-0000228,2024-01-26 12:42:49,PROD-00135,STORE-002,CUST-001650,2,435.88,30.0,Paid,False
ORD-0000229,2024-09-04 23:56:40,PROD-00120,STORE-002,CUST-003719,2,819.67,25.0,Paid,False
ORD-0000230,2024-07-15 21:01:56,PROD-00113,STORE-013,CUST-003780,2,47.2,0.0,Paid,False
ORD-0000231,2024-02-01 04:59:55,PROD-00205,STORE-016,CUST-000052,1,62.82,15.0,Failed,False
ORD-0000232,2024-07-02 13:19:17,PROD-00097,STORE-015,CUST-001515,1,564.81,15.0,Paid,False
ORD-0000233,2024-04-28 16:44:16,PROD-00037,STORE-012,CUST-000617,1,775.78,10.0,Paid,False
ORD-0000234,2024-09-02 04:33:00,PROD-00121,STORE-003,CUST-000202,2,236.08,0.0,Paid,False
ORD-0000235,2024-06-12 06:48:18,PROD-00154,STORE-013,CUST-004270,2,342.88,10.0,Paid,False
ORD-0000236,2024-01-14 02:00:43,PROD-00187,STORE-010,CUST-002525,1,715.17,0.0,Paid,False
ORD-0000238,2024-09-28 07:36:04,PROD-00004,STORE-004,CUST-000428,1,438.57,0.0,Failed,False
ORD-0000239,2024-08-20 05:38:00,PROD-00059,STORE-007,CUST-003796,1,260.83,5.0,Paid,False
ORD-0000240,2024-12-25 00:50:00,PROD-00220,STORE-018,CUST-001428,1,25.05,0.0,Paid,False
ORD-0000241,2024-06-26 17:11:00,PROD-00180,STORE-003,CUST-004752,2,121.82,15.0,Failed,False
ORD-0000242,2024-06-01 02:48:00,PROD-00219,STORE-015,CUST-004552,5,1181.12,25.0,Paid,False
ORD-0000243,2024-08-07 09:31:27,PROD-00166,STORE-016,CUST-000037,2,19.16,20.0,Paid,False
ORD-0000244,2024-10-24 13:59:00,PROD-00300,STORE-011,CUST-001126,3,41.84,5.0,Paid,False
ORD-0000245,2024-11-08 15:39:22,PROD-00154,STORE-014,CUST-000056,2,323.83,15.0,Paid,False
ORD-0000246,2024-05-31 03:26:09,PROD-00084,STORE-006,CUST-001479,1,1205.72,15.0,Paid,False
ORD-0000247,2024-05-24 08:44:52,PROD-00253,STORE-011,CUST-000786,1,298.36,10.0,Paid,False
